timestamp,machine_id,temperature,vibration,pressure,operating_hours,failure
2025-08-02 01:58:08.133295,CNC-001,67.1,3.58,89.21,39.0,0
2025-08-02 02:28:08.133295,PUMP-001,66.99,3.06,90.73,39.5,0
2025-08-02 02:28:08.133295,CONV-001,67.25,3.07,89.59,39.5,0
2025-08-02 02:28:08.133295,CNC-001,68.02,3.49,93.86,39.5,0
2025-08-02 02:28:08.133295,CNC-002,66.83,2.52,88.47,39.5,0
2025-08-02 02:58:08.133295,CNC-002,69.49,2.27,84.85,40.0,0
2025-08-02 02:58:08.133295,CONV-001,69.13,2.68,88.02,40.0,0
2025-08-02 02:58:08.133295,CNC-001,65.68,3.26,89.52,40.0,0
2025-08-02 02:58:08.133295,PUMP-001,63.88,3.3,87.3,40.0,0
2025-08-02 03:28:08.133295,CONV-001,68.31,2.94,94.03,40.5,0
2025-08-02 03:28:08.133295,CNC-002,70.91,2.69,89.15,40.5,0
2025-08-02 03:28:08.133295,PUMP-001,66.6,3.46,84.2,40.5,0
2025-08-02 03:28:08.133295,CNC-001,66.62,3.91,91.85,40.5,0
2025-08-02 03:58:08.133295,CNC-001,65.26,3.68,96.68,41.0,0
2025-08-02 03:58:08.133295,PUMP-001,67.47,3.31,86.95,41.0,0
2025-08-02 03:58:08.133295,CONV-001,66.46,2.17,88.29,41.0,0
2025-08-02 03:58:08.133295,CNC-002,70.93,2.42,83.65,41.0,0
2025-08-02 04:28:08.133295,CNC-001,69.71,2.97,88.55,41.5,0
2025-08-02 04:28:08.133295,PUMP-001,67.3,3.23,90.92,41.5,0
2025-08-02 04:28:08.133295,CNC-002,69.13,2.26,83.56,41.5,0
2025-08-02 04:28:08.133295,CONV-001,66.26,2.84,95.9,41.5,0
2025-08-02 04:58:08.133295,CNC-002,68.78,2.56,85.68,42.0,0
2025-08-02 04:58:08.133295,CONV-001,64.3,3.14,91.93,42.0,0
2025-08-02 04:58:08.133295,PUMP-001,66.73,2.85,86.18,42.0,0
2025-08-02 04:58:08.133295,CNC-001,70.05,3.24,91.02,42.0,0
2025-08-02 05:28:08.133295,CONV-001,60.97,2.9,90.21,42.5,0
2025-08-02 05:28:08.133295,PUMP-001,66.29,3.02,88.17,42.5,0
2025-08-02 05:28:08.133295,CNC-001,68.96,3.2,89.21,42.5,0
2025-08-02 05:28:08.133295,CNC-002,66.37,2.59,85.84,42.5,0
2025-08-02 05:58:08.133295,CNC-001,60.82,3.2,88.32,43.0,0
2025-08-02 05:58:08.133295,CONV-001,68.31,2.42,91.89,43.0,0
